stock_name,symbol,industry,url
Bilcare,526853,"Healthcare Research, Analytics & Technology",https://www.screener.in/company/526853/consolidated/
Take Solutions,TAKE,"Healthcare Research, Analytics & Technology",https://www.screener.in/company/TAKE/consolidated/
Jeevan Scienti.,538837,"Healthcare Research, Analytics & Technology",https://www.screener.in/company/538837/consolidated/
Novelix Pharma.,536565,"Healthcare Research, Analytics & Technology",https://www.screener.in/company/536565/
Adeshwar Meditex,543309,"Healthcare Research, Analytics & Technology",https://www.screener.in/company/543309/
Vanta Bioscience,540729,"Healthcare Research, Analytics & Technology",https://www.screener.in/company/540729/consolidated/
Dr Lal Pathlabs,LALPATHLAB,Healthcare Service Provider,https://www.screener.in/company/LALPATHLAB/consolidated/
Vijaya Diagnost.,VIJAYA,Healthcare Service Provider,https://www.screener.in/company/VIJAYA/consolidated/
Metropolis Healt,METROPOLIS,Healthcare Service Provider,https://www.screener.in/company/METROPOLIS/consolidated/
Thyrocare Tech.,THYROCARE,Healthcare Service Provider,https://www.screener.in/company/THYROCARE/consolidated/
Krsnaa Diagnost.,KRSNAA,Healthcare Service Provider,https://www.screener.in/company/KRSNAA/
Suraksha Diagno.,SURAKSHA,Healthcare Service Provider,https://www.screener.in/company/SURAKSHA/consolidated/
3B Blackbio,532067,Healthcare Service Provider,https://www.screener.in/company/532067/consolidated/
Sastasundar Ven.,SASTASUNDR,Healthcare Service Provider,https://www.screener.in/company/SASTASUNDR/consolidated/
Chandan Healthca,CHANDAN,Healthcare Service Provider,https://www.screener.in/company/CHANDAN/consolidated/
One Global Serv,514330,Healthcare Service Provider,https://www.screener.in/company/514330/
Star Imaging,544482,Healthcare Service Provider,https://www.screener.in/company/544482/consolidated/
Choksi Laborator,526546,Healthcare Service Provider,https://www.screener.in/company/526546/
Aspira Pathlab,540788,Healthcare Service Provider,https://www.screener.in/company/540788/
Sharma E I Hosp.,524548,Healthcare Service Provider,https://www.screener.in/company/524548/
N G Industries,530897,Healthcare Service Provider,https://www.screener.in/company/530897/
Deccan Healthcar,542248,Healthcare Service Provider,https://www.screener.in/company/542248/consolidated/
Samsrita Labs,539267,Healthcare Service Provider,https://www.screener.in/company/539267/consolidated/
Medinova Diagno.,526301,Healthcare Service Provider,https://www.screener.in/company/526301/consolidated/
Bandaram Pharma,524602,Healthcare Service Provider,https://www.screener.in/company/524602/consolidated/
Tejnaksh Health.,539428,Healthcare Service Provider,https://www.screener.in/company/539428/consolidated/
Transgene Biotek,526139,Healthcare Service Provider,https://www.screener.in/company/526139/consolidated/
Chennai Meena,523489,Healthcare Service Provider,https://www.screener.in/company/523489/
Nidan Laborator.,NIDAN,Healthcare Service Provider,https://www.screener.in/company/NIDAN/
Family Care,516110,Healthcare Service Provider,https://www.screener.in/company/516110/
Gian Lifecare,542918,Healthcare Service Provider,https://www.screener.in/company/542918/consolidated/
Siemens Ener.Ind,ENRIN,Heavy Electrical Equipment,https://www.screener.in/company/ENRIN/
CG Power & Ind,CGPOWER,Heavy Electrical Equipment,https://www.screener.in/company/CGPOWER/consolidated/
Siemens,SIEMENS,Heavy Electrical Equipment,https://www.screener.in/company/SIEMENS/consolidated/
A B B,ABB,Heavy Electrical Equipment,https://www.screener.in/company/ABB/
B H E L,BHEL,Heavy Electrical Equipment,https://www.screener.in/company/BHEL/consolidated/
Hitachi Energy,POWERINDIA,Heavy Electrical Equipment,https://www.screener.in/company/POWERINDIA/
GE Vernova T&D,GVT&D,Heavy Electrical Equipment,https://www.screener.in/company/GVT&D/
Suzlon Energy,SUZLON,Heavy Electrical Equipment,https://www.screener.in/company/SUZLON/consolidated/
Thermax,THERMAX,Heavy Electrical Equipment,https://www.screener.in/company/THERMAX/consolidated/
Inox Wind,INOXWIND,Heavy Electrical Equipment,https://www.screener.in/company/INOXWIND/consolidated/
Schneider Elect.,SCHNEIDER,Heavy Electrical Equipment,https://www.screener.in/company/SCHNEIDER/
Triveni Turbine,TRITURBINE,Heavy Electrical Equipment,https://www.screener.in/company/TRITURBINE/consolidated/
T R I L,TARIL,Heavy Electrical Equipment,https://www.screener.in/company/TARIL/consolidated/
Elecon Engg.Co,ELECON,Heavy Electrical Equipment,https://www.screener.in/company/ELECON/consolidated/
Azad Engineering,AZAD,Heavy Electrical Equipment,https://www.screener.in/company/AZAD/
TD Power Systems,TDPOWERSYS,Heavy Electrical Equipment,https://www.screener.in/company/TDPOWERSYS/consolidated/
Transrail Light,TRANSRAILL,Heavy Electrical Equipment,https://www.screener.in/company/TRANSRAILL/consolidated/
Quality Power El,QPOWER,Heavy Electrical Equipment,https://www.screener.in/company/QPOWER/consolidated/
Volt.Transform.,VOLTAMP,Heavy Electrical Equipment,https://www.screener.in/company/VOLTAMP/
Atlanta Electric,ATLANTAELE,Heavy Electrical Equipment,https://www.screener.in/company/ATLANTAELE/
Skipper,SKIPPER,Heavy Electrical Equipment,https://www.screener.in/company/SKIPPER/
KP Green Engg.,544150,Heavy Electrical Equipment,https://www.screener.in/company/544150/
Indosolar,WAAREEINDO,Heavy Electrical Equipment,https://www.screener.in/company/WAAREEINDO/
Bajel Projects,BAJEL,Heavy Electrical Equipment,https://www.screener.in/company/BAJEL/
GE Power,GVPIL,Heavy Electrical Equipment,https://www.screener.in/company/GVPIL/consolidated/
Bajaj Finserv,BAJAJFINSV,Holding Company,https://www.screener.in/company/BAJAJFINSV/consolidated/
Bajaj Holdings,BAJAJHLDNG,Holding Company,https://www.screener.in/company/BAJAJHLDNG/consolidated/
Choice Intl.,CHOICEIN,Holding Company,https://www.screener.in/company/CHOICEIN/consolidated/
JM Financial,JMFINANCIL,Holding Company,https://www.screener.in/company/JMFINANCIL/consolidated/
Edelweiss.Fin.,EDELWEISS,Holding Company,https://www.screener.in/company/EDELWEISS/consolidated/
Kama Holdings,532468,Holding Company,https://www.screener.in/company/532468/consolidated/
Pilani Invest.,PILANIINVS,Holding Company,https://www.screener.in/company/PILANIINVS/consolidated/
Rane Holdings,RANEHOLDIN,Holding Company,https://www.screener.in/company/RANEHOLDIN/consolidated/
BF Investment,BFINVEST,Holding Company,https://www.screener.in/company/BFINVEST/consolidated/
Max India Ltd,MAXIND,Holding Company,https://www.screener.in/company/MAXIND/consolidated/
Abans Financial,AFSL,Holding Company,https://www.screener.in/company/AFSL/consolidated/
Nisus Finance,544296,Holding Company,https://www.screener.in/company/544296/consolidated/
GFL,GFLLIMITED,Holding Company,https://www.screener.in/company/GFLLIMITED/consolidated/
Integ. Industrie,531889,Holding Company,https://www.screener.in/company/531889/consolidated/
Tamboli Industri,533170,Holding Company,https://www.screener.in/company/533170/consolidated/
BIL Vyapar,BILVYAPAR,Holding Company,https://www.screener.in/company/BILVYAPAR/consolidated/
Apollo Hospitals,APOLLOHOSP,Hospital,https://www.screener.in/company/APOLLOHOSP/consolidated/
Max Healthcare,MAXHEALTH,Hospital,https://www.screener.in/company/MAXHEALTH/consolidated/
Fortis Health.,FORTIS,Hospital,https://www.screener.in/company/FORTIS/consolidated/
Narayana Hrudaya,NH,Hospital,https://www.screener.in/company/NH/consolidated/
Global Health,MEDANTA,Hospital,https://www.screener.in/company/MEDANTA/consolidated/
Aster DM Health.,ASTERDM,Hospital,https://www.screener.in/company/ASTERDM/consolidated/
Krishna Institu.,KIMS,Hospital,https://www.screener.in/company/KIMS/consolidated/
Dr Agarwal's Hea,AGARWALEYE,Hospital,https://www.screener.in/company/AGARWALEYE/consolidated/
Rainbow Child.,RAINBOW,Hospital,https://www.screener.in/company/RAINBOW/consolidated/
Jupiter Life Lin,JLHL,Hospital,https://www.screener.in/company/JLHL/consolidated/
Health.Global,HCG,Hospital,https://www.screener.in/company/HCG/consolidated/
Yatharth Hospit.,YATHARTH,Hospital,https://www.screener.in/company/YATHARTH/consolidated/
Kovai Medical,KOVAI,Hospital,https://www.screener.in/company/KOVAI/
Indrapr.Medical,INDRAMEDCO,Hospital,https://www.screener.in/company/INDRAMEDCO/
Artemis Medicare,ARTEMISMED,Hospital,https://www.screener.in/company/ARTEMISMED/
Shalby,SHALBY,Hospital,https://www.screener.in/company/SHALBY/consolidated/
Dr Agarwal's Eye,526783,Hospital,https://www.screener.in/company/526783/
GPT Healthcare,GPTHEALTH,Hospital,https://www.screener.in/company/GPTHEALTH/
KMC Speciality,524520,Hospital,https://www.screener.in/company/524520/
Asarfi Hospital,543943,Hospital,https://www.screener.in/company/543943/
Lotus Eye Hospit,LOTUSEYE,Hospital,https://www.screener.in/company/LOTUSEYE/
Abate As Indust,531658,Hospital,https://www.screener.in/company/531658/consolidated/
Unihealth Hosp,UNIHEALTH,Hospital,https://www.screener.in/company/UNIHEALTH/consolidated/
Nephro Care,NEPHROCARE,Hospital,https://www.screener.in/company/NEPHROCARE/
Aashka Hospitals,543346,Hospital,https://www.screener.in/company/543346/
Indian Hotels Co,INDHOTEL,Hotels & Resorts,https://www.screener.in/company/INDHOTEL/consolidated/
ITC Hotels,ITCHOTELS,Hotels & Resorts,https://www.screener.in/company/ITCHOTELS/consolidated/
EIH,EIHOTEL,Hotels & Resorts,https://www.screener.in/company/EIHOTEL/consolidated/
Chalet Hotels,CHALET,Hotels & Resorts,https://www.screener.in/company/CHALET/consolidated/
Ventive Hospital,VENTIVE,Hotels & Resorts,https://www.screener.in/company/VENTIVE/consolidated/
Schloss Bangal.,THELEELA,Hotels & Resorts,https://www.screener.in/company/THELEELA/consolidated/
Lemon Tree Hotel,LEMONTREE,Hotels & Resorts,https://www.screener.in/company/LEMONTREE/consolidated/
Valor Estate,DBREALTY,Hotels & Resorts,https://www.screener.in/company/DBREALTY/consolidated/
Mahindra Holiday,MHRIL,Hotels & Resorts,https://www.screener.in/company/MHRIL/consolidated/
Juniper Hotels,JUNIPER,Hotels & Resorts,https://www.screener.in/company/JUNIPER/consolidated/
I T D C,ITDC,Hotels & Resorts,https://www.screener.in/company/ITDC/consolidated/
Samhi Hotels,SAMHI,Hotels & Resorts,https://www.screener.in/company/SAMHI/consolidated/
Apeejay Surrend.,PARKHOTELS,Hotels & Resorts,https://www.screener.in/company/PARKHOTELS/consolidated/
Brigade Hotel,BRIGHOTEL,Hotels & Resorts,https://www.screener.in/company/BRIGHOTEL/consolidated/
TajGVK Hotels,TAJGVK,Hotels & Resorts,https://www.screener.in/company/TAJGVK/
EIH Assoc.Hotels,EIHAHOTELS,Hotels & Resorts,https://www.screener.in/company/EIHAHOTELS/
Oriental Hotels,ORIENTHOT,Hotels & Resorts,https://www.screener.in/company/ORIENTHOT/consolidated/
Royal Orch.Hotel,ROHLTD,Hotels & Resorts,https://www.screener.in/company/ROHLTD/consolidated/
Benares Hotels,509438,Hotels & Resorts,https://www.screener.in/company/509438/
Praveg,531637,Hotels & Resorts,https://www.screener.in/company/531637/consolidated/
Kamat Hotels,KAMATHOTEL,Hotels & Resorts,https://www.screener.in/company/KAMATHOTEL/consolidated/
Mac Charles(I),507836,Hotels & Resorts,https://www.screener.in/company/507836/consolidated/
U P Hotels,509960,Hotels & Resorts,https://www.screener.in/company/509960/
Viceroy Hotels,VHLTD,Hotels & Resorts,https://www.screener.in/company/VHLTD/consolidated/
HLV,HLVLTD,Hotels & Resorts,https://www.screener.in/company/HLVLTD/
Voltas,VOLTAS,Household Appliances,https://www.screener.in/company/VOLTAS/consolidated/
Blue Star,BLUESTARCO,Household Appliances,https://www.screener.in/company/BLUESTARCO/consolidated/
Amber Enterp.,AMBER,Household Appliances,https://www.screener.in/company/AMBER/consolidated/
Crompton Gr. Con,CROMPTON,Household Appliances,https://www.screener.in/company/CROMPTON/consolidated/
V-Guard Industri,VGUARD,Household Appliances,https://www.screener.in/company/VGUARD/consolidated/
Whirlpool India,WHIRLPOOL,Household Appliances,https://www.screener.in/company/WHIRLPOOL/
Eureka Forbes,EUREKAFORB,Household Appliances,https://www.screener.in/company/EUREKAFORB/
TTK Prestige,TTKPRESTIG,Household Appliances,https://www.screener.in/company/TTKPRESTIG/consolidated/
IFB Industries,IFBIND,Household Appliances,https://www.screener.in/company/IFBIND/
Symphony,SYMPHONY,Household Appliances,https://www.screener.in/company/SYMPHONY/consolidated/
Bajaj Electrical,BAJAJELEC,Household Appliances,https://www.screener.in/company/BAJAJELEC/consolidated/
Johnson Con. Hit,JCHAC,Household Appliances,https://www.screener.in/company/JCHAC/
Orient Electric,ORIENTELEC,Household Appliances,https://www.screener.in/company/ORIENTELEC/
Epack Durable,EPACK,Household Appliances,https://www.screener.in/company/EPACK/
Carysil,CARYSIL,Household Appliances,https://www.screener.in/company/CARYSIL/consolidated/
Stove Kraft,STOVEKRAFT,Household Appliances,https://www.screener.in/company/STOVEKRAFT/
Wonder Electric.,WEL,Household Appliances,https://www.screener.in/company/WEL/
Butterfly Gan Ap,BUTTERFLY,Household Appliances,https://www.screener.in/company/BUTTERFLY/
Elin Electronics,ELIN,Household Appliances,https://www.screener.in/company/ELIN/consolidated/
Singer India,505729,Household Appliances,https://www.screener.in/company/505729/
Forbes & Co,502865,Household Appliances,https://www.screener.in/company/502865/consolidated/
Greenchef Appli.,GREENCHEF,Household Appliances,https://www.screener.in/company/GREENCHEF/
Sai Swami Metals,544170,Household Appliances,https://www.screener.in/company/544170/consolidated/
Aspire & Innovat,ASPIRE,Household Appliances,https://www.screener.in/company/ASPIRE/
Jaipan Industrie,505840,Household Appliances,https://www.screener.in/company/505840/
Jyothy Labs,JYOTHYLAB,Household Products,https://www.screener.in/company/JYOTHYLAB/consolidated/
Eveready Inds.,EVEREADY,Household Products,https://www.screener.in/company/EVEREADY/consolidated/
High Energy Bat.,504176,Household Products,https://www.screener.in/company/504176/
Indo National,NIPPOBATRY,Household Products,https://www.screener.in/company/NIPPOBATRY/consolidated/
Panasonic Energy,504093,Household Products,https://www.screener.in/company/504093/
Yuvraaj Hygiene,531663,Household Products,https://www.screener.in/company/531663/
Pee Cee Cosma,524136,Household Products,https://www.screener.in/company/524136/
Ambica Agarbat.,AMBICAAGAR,Household Products,https://www.screener.in/company/AMBICAAGAR/
Hipolin,530853,Household Products,https://www.screener.in/company/530853/
Photoquip India,526588,Household Products,https://www.screener.in/company/526588/
Cello World,CELLO,Houseware,https://www.screener.in/company/CELLO/consolidated/
Hawkins Cookers,508486,Houseware,https://www.screener.in/company/508486/
Borosil,BOROLTD,Houseware,https://www.screener.in/company/BOROLTD/consolidated/
All Time Plastic,ALLTIME,Houseware,https://www.screener.in/company/ALLTIME/
Inflame Applian.,541083,Houseware,https://www.screener.in/company/541083/
Maruti Interior,543464,Houseware,https://www.screener.in/company/543464/
Gothi Plascon,531111,Houseware,https://www.screener.in/company/531111/
Gorani Industrie,531608,Houseware,https://www.screener.in/company/531608/
Bajaj Housing,BAJAJHFL,Housing Finance Company,https://www.screener.in/company/BAJAJHFL/
LIC Housing Fin.,LICHSGFIN,Housing Finance Company,https://www.screener.in/company/LICHSGFIN/consolidated/
PNB Housing,PNBHOUSING,Housing Finance Company,https://www.screener.in/company/PNBHOUSING/
Aadhar Hsg. Fin.,AADHARHFC,Housing Finance Company,https://www.screener.in/company/AADHARHFC/consolidated/
Aptus Value Hou.,APTUS,Housing Finance Company,https://www.screener.in/company/APTUS/consolidated/
Sammaan Capital,SAMMAANCAP,Housing Finance Company,https://www.screener.in/company/SAMMAANCAP/consolidated/
AAVAS Financiers,AAVAS,Housing Finance Company,https://www.screener.in/company/AAVAS/
Home First Finan,HOMEFIRST,Housing Finance Company,https://www.screener.in/company/HOMEFIRST/
Can Fin Homes,CANFINHOME,Housing Finance Company,https://www.screener.in/company/CANFINHOME/
INDIA SHELTE FIN,INDIASHLTR,Housing Finance Company,https://www.screener.in/company/INDIASHLTR/
Repco Home Fin,REPCOHOME,Housing Finance Company,https://www.screener.in/company/REPCOHOME/consolidated/
