symbol,exchange,name,description,logoid,update_mode,type,typespecs,close,pricescale,minmov,fractional,minmove2,currency,change,volume,relative_volume_10d_calc,market_cap_basic,free_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector_tr,market,sector,AnalystRating,AnalystRating_tr,exchange_field,full_symbol
QUINT,BSE,QUINT,Quint Digital Ltd,quint-digital-limited,delayed_streaming_900,stock,['common'],53,100,1,false,0,INR,-0.9345794392523363,168,0.05866331447726796,2524263750,INR,,-0.401,-104.20339835847336,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:QUINT
ABATEAS,BSE,ABATEAS,ABATE AS Industries Limited,abate-as-industries-limited,delayed_streaming_900,stock,['common'],15.69,100,1,false,0,INR,-1.9987507807620364,3099,0.1441288090188637,2523279470,INR,36.88293370944993,0.4254,,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:ABATEAS
OXYGENTAPH,BSE,OXYGENTAPH,Oxygenta Pharmaceutical Limited,oxygenta-pharmaceutical-limite,delayed_streaming_900,stock,['common'],68,100,1,false,0,INR,0.014708045300787051,2617,0.3352549321035101,2514508184,INR,,-4.2557,-7424.784853700516,0,Health technology,india,Health Technology,Neutral,Neutral,BSE,BSE:OXYGENTAPH
GGAUTO,BSE,GGAUTO,G.G. Automotive Gears Ltd.,ggautomotive-gears-ltd,delayed_streaming_900,stock,['common'],253.35,100,5,false,0,INR,1.3602720544108846,2554,0.3912617194681046,2497000500,INR,27.44110479285134,9.2325,57.65881147540984,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:GGAUTO
ARCL,BSE,ARCL,ARCL Organics Ltd.,arcl-organics-ltd,delayed_streaming_900,stock,['common'],309.5,100,5,false,0,INR,-0.5941866067127101,729,0.34132409401629366,2490800000,INR,18.260341135032125,16.9493,6.626195269250126,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:ARCL
EMPOWER,BSE,EMPOWER,Empower India Limited,empower-india-ltd,delayed_streaming_900,stock,['common'],2.04,100,1,false,0,INR,-4.672897196261686,855645,0.09280529032617879,2490528831,INR,72.85714285714286,0.028,-62.26415094339623,0,Distribution services,india,Distribution Services,Neutral,Neutral,BSE,BSE:EMPOWER
AMBALALSA,BSE,AMBALALSA,Ambalal Sarabhai Enterprises Limited,ambalal-sarabhai-enterprises-l,delayed_streaming_900,stock,['common'],33.99,100,1,false,0,INR,4.842689697717459,111106,0.8165932188939619,2484451224,INR,20.338678793681186,1.6712,10.128500823723225,0,Health technology,india,Health Technology,Neutral,Neutral,BSE,BSE:AMBALALSA
TRISHAKT,BSE,TRISHAKT,Trishakti Industries Ltd,trishakti-industries-limited,delayed_streaming_900,stock,['common'],154.6,100,5,false,0,INR,1.9116677653263057,22191,0.9232324577096213,2477344270,INR,80.87042946068944,1.9117,46.940814757878556,0.0988793671720501,Industrial services,india,Industrial Services,Neutral,Neutral,BSE,BSE:TRISHAKT
MCEL,BSE,MCEL,Mach Conferences and Events Ltd.,mach-conferences-and-events-li,delayed_streaming_900,stock,['common'],115.25,100,5,false,0,INR,-2.0815632965165696,7800,0.8227848101265823,2476066670,INR,18.645246877628942,6.1812,,0.849617672047579,Commercial services,india,Commercial Services,Neutral,Neutral,BSE,BSE:MCEL
BIMETAL,BSE,BIMETAL,Bimetal Bearings Limited,bimetal-bearings-ltd,delayed_streaming_900,stock,['common'],645.05,100,5,false,0,INR,-0.3013910355486933,5,0.004728132387706856,2474775031,INR,21.549362589197422,29.9336,8.168191607764902,2.00927357032458,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:BIMETAL
BTTL,BSE,BTTL,Bhilwara Technical Textiles Limited,bhilwara-technical-textiles-lt,delayed_streaming_900,stock,['common'],42,100,1,false,0,INR,-0.591715976331361,1610,0.4163111214542433,2466272190,INR,,,,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:BTTL
JGTL,BSE,JGTL,Jasch Gauging Technologies Limited,jasch-gauging-technologies-lim,delayed_streaming_900,stock,['common'],541.1,100,5,false,0,INR,-0.5239452155529042,273,0.1877449969053025,2465181400,INR,16.74972914409534,32.305,,1.37880319882342,Electronic technology,india,Electronic Technology,Neutral,Neutral,BSE,BSE:JGTL
SVGLOBAL,BSE,SVGLOBAL,S V Global Mill Ltd.,s-v-global-mill-ltd,delayed_streaming_900,stock,['common'],142.55,100,5,false,0,INR,4.8161764705882435,5,0.011614401858304297,2459284134,INR,473.58803986710967,0.301,-50.623359580052494,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:SVGLOBAL
BRAHMINFRA,BSE,BRAHMINFRA,Brahmaputra Infrastructure Ltd.,brahmaputra-infrastructure-ltd,delayed_streaming_900,stock,['common'],88.94,100,1,false,0,INR,4.993507260063752,14397,0.6805161656267725,2458148654,INR,,,,0,Industrial services,india,Industrial Services,Neutral,Neutral,BSE,BSE:BRAHMINFRA
SYSCHEM,BSE,SYSCHEM,Syschem India Ltd.,syschem-india-ltd,delayed_streaming_900,stock,['common'],57.8,100,1,false,0,INR,2.609621871116632,18081,0.3944406146650494,2451087397,INR,130.71008593396652,0.4422,16.76789015051492,0,Health technology,india,Health Technology,Neutral,Neutral,BSE,BSE:SYSCHEM
ALFREDHE,BSE,ALFREDHE,Alfred Herbert (India) Ltd.,alfred-herbert-india-ltd,delayed_streaming_900,stock,['common'],3147.65,100,5,false,0,INR,-0.45382669196710657,126,1.2401574803149606,2439258505,INR,0.5628137637785353,5592.7026,175710.33604727924,0.158127767235927,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:ALFREDHE
SWADPOL,BSE,SWADPOL,Swadeshi Polytex Ltd,swadeshi-polytex-ltd,delayed_streaming_900,stock,['common'],60,100,1,false,0,INR,-3.3349444175930407,16407,2.2410260613014508,2420730000,INR,100.99309880491501,0.5941,-97.07635146772962,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:SWADPOL
KPT,BSE,KPT,KPT Industries Limited,kpt-industries-limited,delayed_streaming_900,stock,['common'],708,100,5,false,0,INR,0.08481764206955368,1006,0.5286945553920533,2405160150,INR,18.65656893048847,37.9491,-4.566578649566199,0.424088210347752,Consumer durables,india,Consumer Durables,Neutral,Neutral,BSE,BSE:KPT
SHRAAITECH,BSE,SHRAAITECH,Shradha AI Technologies Ltd,shradha-ai-technologies-limite,delayed_streaming_900,stock,['common'],40,100,1,false,0,INR,1.4455997971088013,19334,0.6964095323170907,2403353920.6,INR,21.690797679084646,1.8441,47.292332268370615,1.52168399695663,Distribution services,india,Distribution Services,Neutral,Neutral,BSE,BSE:SHRAAITECH
JUSTO,BSE,JUSTO,Justo Realfintech Limited,,delayed_streaming_900,stock,['common'],129.5,100,5,false,0,INR,2.1696252465483234,144000,,2382664498.5,INR,,,,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:JUSTO
GOURMET,BSE,GOURMET,Gourmet Gateway India Limited,intellivate-capital-ventures-l,delayed_streaming_900,stock,['common'],16.95,100,1,false,0,INR,-4.237288135593221,93427,0.6541375546386584,2376567835,INR,,-0.1016,-199.51028403525953,0,Finance,india,Finance,Neutral,Neutral,BSE,BSE:GOURMET
COROENGG,BSE,COROENGG,Coromandel Engineering Co. Ltd.,coromandel-engineering-company,delayed_streaming_900,stock,['common'],68,100,1,false,0,INR,-0.17615971814445763,13435,0.4138366523433289,2372073792,INR,79.26331740296072,0.8579,,0,Consumer durables,india,Consumer Durables,Neutral,Neutral,BSE,BSE:COROENGG
INDGELA,BSE,INDGELA,India Gelatine & Chemicals Ltd.,india-gelatine-and-chemicals-ltd,delayed_streaming_900,stock,['common'],340.4,100,5,false,0,INR,1.9314268603084261,243,0.17449375269280484,2368473651,INR,12.423629714519295,27.3994,5.778978863044109,1.4972301242701,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:INDGELA
CHEMKART,BSE,CHEMKART,Chemkart India Ltd.,chemkart-india-limited,delayed_streaming_900,stock,['common'],203.2,100,5,false,0,INR,4.205128205128199,37200,1.8397626112759644,2359305000,INR,,,,0,Health technology,india,Health Technology,Neutral,Neutral,BSE,BSE:CHEMKART
MACPLASQ,BSE,MACPLASQ,Machino Plastics Limited,machino-plastics-ltd,delayed_streaming_900,stock,['common'],390,100,5,false,0,INR,1.5096304008329025,7526,0.3028803007070963,2357758563,INR,26.129427765531933,14.9257,112.00676117155766,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:MACPLASQ
TRL,BSE,TRL,Taylormade Renewables Ltd.,taylormade-renewables-limited,delayed_streaming_900,stock,['common'],185.95,100,5,false,0,INR,-2.0800421274355014,28470,0.7208872458410351,2354328465,INR,19.32229103454009,9.6236,2.273186180218273,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:TRL
LOYAL,BSE,LOYAL,Loyal Equipments Ltd,loyal-equipments-limited,delayed_streaming_900,stock,['common'],216.7,100,5,false,0,INR,-0.596330275229363,8128,0.5090817988224979,2352219992,INR,20.457098622662347,10.5929,10.660858300948563,0.458715596330275,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:LOYAL
CRYOGENIC,BSE,CRYOGENIC,Cryogenic Ogs Limited,cryogenic-ogs-limited,delayed_streaming_900,stock,['common'],166.8,100,5,false,0,INR,1.39817629179332,12000,0.1593625498007968,2349060000,INR,,,,0,Industrial services,india,Industrial Services,Neutral,Neutral,BSE,BSE:CRYOGENIC
PANCARBON,BSE,PANCARBON,Panasonic Carbon India Co. Limited,panasonic,delayed_streaming_900,stock,['common'],491.95,100,5,false,0,INR,0.58270292373747,153,0.053455383970372444,2347680123,INR,11.169258712680213,44.045,5.8715503710131465,2.45348599468411,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:PANCARBON
HOCL,BSE,HOCL,Hindustan Organic Chemicals Limited,hindustan-organic-chemicals-lt,delayed_streaming_900,stock,['common'],35.43,100,1,false,0,INR,1.8396090830698493,17221,0.5475449345496053,2336952326,INR,0.565500179561869,62.6525,,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:HOCL
ORGANICREC,BSE,ORGANICREC,Organic Recycling Systems Limited,organic-recycling-systems-limi,delayed_streaming_900,stock,['common'],269.75,100,5,false,0,INR,-0.0925925925925926,7200,1.3186813186813187,2335839431.25,INR,14.498712718555664,18.6051,,0,Industrial services,india,Industrial Services,Neutral,Neutral,BSE,BSE:ORGANICREC
GARNETINT,BSE,GARNETINT,Garnet International Limited,garnet-international-ltd,delayed_streaming_900,stock,['common'],116.3,100,5,false,0,INR,-2.186711522287644,319,0.010423644354403955,2334601557,INR,111.77318596828448,1.0405,,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:GARNETINT
EXPOEAPL,BSE,EXPOEAPL,Expo Engineering And Projects Ltd,expo-gas-containers-ltd,delayed_streaming_900,stock,['common'],101.25,100,5,false,0,INR,-0.7839294463498258,4832,0.267456341848172,2326372697,INR,58.58696910079852,1.7282,410.69739952718675,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:EXPOEAPL
SUDTIND_B,BSE,SUDTIND_B,Suditi Industries Limited,suditi-industries-ltd,delayed_streaming_900,stock,['common'],61.2,100,1,false,0,INR,4.61538461538462,48653,3.039046054480833,2317552803,INR,30.352626097306945,2.0163,,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:SUDTIND_B
CHATHA,BSE,CHATHA,Chatha Foods Ltd.,chatha-foods-limited,delayed_streaming_900,stock,['common'],96,100,1,false,0,INR,0.020837674515519922,94000,4.723618090452261,2311378746.42,INR,35.72757722366952,2.687,,0,Consumer non-durables,india,Consumer Non-Durables,Neutral,Neutral,BSE,BSE:CHATHA
SUPER,BSE,SUPER,Super Sales India Limited,super-sales-india-ltd,delayed_streaming_900,stock,['common'],770,100,5,false,0,INR,2.6187779036449625,232,0.3389335281227173,2304699997,INR,,-3.2929,-106.75067857347864,0.33317785033651,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:SUPER
STARIMAGIN,BSE,STARIMAGIN,Star Imaging & Path Lab Ltd.,star-imaging-and-path-lab-ltd,delayed_streaming_900,stock,['common'],133,100,5,false,0,INR,0.719424460431646,24000,0.43875685557586835,2300311000,INR,,,,0,Health services,india,Health Services,Neutral,Neutral,BSE,BSE:STARIMAGIN
NEAGI,BSE,NEAGI,Neelamalai Agro Industries Limited,neelamalai-agro-industries-ltd,delayed_streaming_900,stock,['common'],3621,100,5,false,0,INR,-1.7341040462427768,17,0.6854838709677429,2292236304,INR,8.397312303488745,431.2094,-32.347615226977275,0.814133355043556,Consumer non-durables,india,Consumer Non-Durables,Neutral,Neutral,BSE,BSE:NEAGI
COCHINM,BSE,COCHINM,Cochin Minerals & Rutile Ltd.,cochin-minerals-and-rutile-ltd,delayed_streaming_900,stock,['common'],298.75,100,5,false,0,INR,2.3993144815766922,1543,0.3394790108246062,2284402478,INR,11.205338054265717,26.6614,70.01709009284768,2.74207369323051,Non-energy minerals,india,Non-Energy Minerals,Neutral,Neutral,BSE,BSE:COCHINM
GEE,BSE,GEE,GEE Limited,gee-ltd,delayed_streaming_900,stock,['common'],92.25,100,5,false,0,INR,4.978662873399715,25145,0.6582908784367526,2283736473,INR,,-4.1952,-187.06805304775546,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:GEE
SAB,BSE,SAB,SAB Industries Ltd.,steel-strips-wheels-ltd,delayed_streaming_900,stock,['common'],143.05,100,5,false,0,INR,-4.633333333333326,22,0.2679658952496955,2281511736,INR,7.98916534025858,17.9055,368.91449522063635,0,Industrial services,india,Industrial Services,Neutral,Neutral,BSE,BSE:SAB
VAARAD,BSE,VAARAD,Vaarad Ventures Limited,vaarad-ventures-ltd,delayed_streaming_900,stock,['common'],9.18,100,1,false,0,INR,0.87912087912088,1695,0.3578969594594595,2274117533,INR,,-0.006,45.454545454545446,0,Retail trade,india,Retail Trade,Neutral,Neutral,BSE,BSE:VAARAD
JAYSYNTH,BSE,JAYSYNTH,Jaysynth Orgochem Ltd,jd-orgochem-ltd,delayed_streaming_900,stock,['common'],16.49,100,1,false,0,INR,-2.1364985163204926,61132,2.136048526863085,2273162651,INR,15.3666946230547,1.0731,-59.50413223140496,0.29673590504451,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:JAYSYNTH
ALPINEHOU,BSE,ALPINEHOU,Alpine Housing Development Corporation Limited.,alpine-housing-development-cor,delayed_streaming_900,stock,['common'],134.5,100,5,false,0,INR,2.946804439341748,2,0.0008973438621679827,2263105804,INR,45.4683749704202,2.9581,55.183086769489044,0.382701875239189,Consumer durables,india,Consumer Durables,Neutral,Neutral,BSE,BSE:ALPINEHOU
GAMCO,BSE,GAMCO,Gamco Ltd,visco-trade-associates-ltd,delayed_streaming_900,stock,['common'],41.1,100,1,false,0,INR,-1.6981583353264786,8337,0.14987218528998303,2259057015,INR,90.50869852455406,0.4541,-94.42740035342626,0.239177230327673,Finance,india,Finance,Neutral,Neutral,BSE,BSE:GAMCO
LAKSELEC,BSE,LAKSELEC,Lakshmi Electrical Control Systems Limited,lakshmi-electrical-control-sys,delayed_streaming_900,stock,['common'],906,100,5,false,0,INR,-1.3071895424836601,371,0.220688834691571,2256443949,INR,69.25228930029199,13.0826,-65.25814863795458,0.435729847494553,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:LAKSELEC
LANDMARC,BSE,LANDMARC,Landmarc Leisure Corporation Limited,landmarc-leisure-l,delayed_streaming_900,stock,['common'],2.76,100,1,false,0,INR,-1.7793594306049918,37162,0.3805234885859337,2247999954,INR,1061.5384615384614,0.0026,,0,Consumer services,india,Consumer Services,Neutral,Neutral,BSE,BSE:LANDMARC
STRATMONT,BSE,STRATMONT,Stratmont Industries Limited,stratmont-industries-limited,delayed_streaming_900,stock,['common'],82.04,100,1,false,0,INR,4.991041719989769,1922,0.35266702141323636,2226825906,INR,171.81151832460736,0.4775,-69.33598767017723,0,Energy minerals,india,Energy Minerals,Neutral,Neutral,BSE,BSE:STRATMONT
WARDWIZFBL,BSE,WARDWIZFBL,Wardwizard Foods and Beverages Limited,wardwizard-innovations-and-mob,delayed_streaming_900,stock,['common'],8.52,100,1,false,0,INR,-1.5028901734104136,878511,0.9335191776548166,2224261000,INR,,-0.4223,66.20788989357446,0,Distribution services,india,Distribution Services,Neutral,Neutral,BSE,BSE:WARDWIZFBL
ABANSENT,BSE,ABANSENT,ABans Enterprises Ltd.,abans-enterprises-ltd,delayed_streaming_900,stock,['common'],32.66,100,1,false,0,INR,2.4466750313676213,1487,0.324049860529986,2223594431,INR,11.934953407637492,2.7365,83.38694544967163,0,Distribution services,india,Distribution Services,Neutral,Neutral,BSE,BSE:ABANSENT
SERA,BSE,SERA,Sera Investments and Finance India Ltd.,sera-investments-and-finance-ind,delayed_streaming_900,stock,['common'],34.4,100,1,false,0,INR,1.7450458444247154,20760,0.4719007644519609,2214318292,INR,,-0.1461,-103.98809848774361,0.295770482105886,Non-energy minerals,india,Non-Energy Minerals,Neutral,Neutral,BSE,BSE:SERA
SCANSTL,BSE,SCANSTL,Scan Steels Ltd,scan-steels-limited,delayed_streaming_900,stock,['common'],41.8,100,1,false,0,INR,11.288604898828526,233232,5.922374719093991,2201102388,INR,14.028257878309898,2.9797,-46.773963059554866,0,Non-energy minerals,india,Non-Energy Minerals,Neutral,Neutral,BSE,BSE:SCANSTL
SHAWGELTIN,BSE,SHAWGELTIN,Narmada Gelatines Limited,narmada-gelatines-ltd,delayed_streaming_900,stock,['common'],359,100,5,false,0,INR,-0.4437049362174217,988,0.8029908972691807,2181481027,INR,10.719649804866542,33.4899,35.06660590197255,2.77315585135885,Consumer non-durables,india,Consumer Non-Durables,Neutral,Neutral,BSE,BSE:SHAWGELTIN
LGBFORGE,BSE,LGBFORGE,LGB Forge Limited,lgb-forge-ltd,delayed_streaming_900,stock,['common'],9.11,100,1,false,0,INR,-0.4371584699453652,37627,0.5158347716532843,2179552499,INR,,-0.0347,87.66879886282871,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:LGBFORGE
DECANBRG,BSE,DECANBRG,Deccan Bearings Ltd.,deccan-bearings-ltd,delayed_streaming_900,stock,['common'],108.5,100,5,false,0,INR,0,3050,14.346190028222013,2170000000,INR,,-1.8079,-149.02203856749313,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:DECANBRG
JKAGRI,BSE,JKAGRI,JK Agri Genetics Ltd.,jk-agri-genetics-ltd,delayed_streaming_900,stock,['common'],464.95,100,5,false,0,INR,0.02151231580078862,470,0.36212343015640647,2155492228,INR,180.64027351489955,2.5739,,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:JKAGRI
CAPPIPES,BSE,CAPPIPES,Captain Pipes Limited,captain-pipes-limited,delayed_streaming_900,stock,['common'],13.95,100,1,false,0,INR,-0.2145922746781197,40660,0.48072091585255633,2147954103,INR,24.512387981022663,0.5691,85.13337670787249,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:CAPPIPES
SUGSLLOYD,BSE,SUGSLLOYD,Sugs Lloyd Limited,,delayed_streaming_900,stock,['common'],89.44,100,1,false,0,INR,-3.3290099437959344,173000,0.7041107041107041,2147759280,INR,,,,0,Utilities,india,Utilities,Neutral,Neutral,BSE,BSE:SUGSLLOYD
SAPPL,BSE,SAPPL,Shree Ajit Pulp And Paper Ltd,shree-ajit-pulp-and-paper-ltd,delayed_streaming_900,stock,['common'],239.95,100,5,false,0,INR,-0.8266170696424882,2575,1.927828105113427,2141437544,INR,14.42336591288876,16.6362,74.0515996735787,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:SAPPL
LAXMIPATI,BSE,LAXMIPATI,Laxmipati Engineering Works Ltd.,laxmipati-engineering-works-li,delayed_streaming_900,stock,['common'],390.8,100,5,false,0,INR,4.997313272434181,12000,3.116883116883117,2140894416,INR,34.58804995264942,11.2987,738.3068704555571,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:LAXMIPATI
CHEMTECH,BSE,CHEMTECH,Chemtech Industrial Valves Ltd.,chemtech-industrial-valves-ltd,delayed_streaming_900,stock,['common'],119,100,5,false,0,INR,0,13606,0.22641572229710616,2134542526.0000002,INR,25.736963903367432,4.6237,20.09922335645083,0,Producer manufacturing,india,Producer Manufacturing,Neutral,Neutral,BSE,BSE:CHEMTECH
SATTRIX,BSE,SATTRIX,Sattrix Information Security Limited,sattrix-information-security-l,delayed_streaming_900,stock,['common'],306.1,100,5,false,0,INR,-1.9852705731668232,11000,0.4661016949152542,2123639999.9999998,INR,51.44451353758761,5.9501,,0,Technology services,india,Technology Services,Neutral,Neutral,BSE,BSE:SATTRIX
PGFOILQ,BSE,PGFOILQ,PG Foils Ltd.,pg-foils-ltd,delayed_streaming_900,stock,['common'],179.3,100,5,false,0,INR,-0.33351862145636146,5162,0.7216451608393564,2121920442,INR,9.651771824147195,18.5769,-4.527723957878293,0,Process industries,india,Process Industries,Neutral,Neutral,BSE,BSE:PGFOILQ
